product_id,product_name,product_description,cleaned_description
B09R1YFL6S,"Candes BlowHot All in One Silent Blower Fan Room Heater (ABS Body, White, Brown) 2000 Watts","Efficient Warmth: Ideal for use in small and medium rooms, this noiseless 1000/2000 Watts heater provides instant heating during winters. Effective Cord Length (in meters) 1.5|Personalized Comfort: Customize to your heating needs with two heat settings (1000W / 2000W)|Peace of Mind: Featuring dual safety device|Warranty: 1 years warranty provided by Candes from date of purchase, covers on manufacturing defects kindly read the user manual for more details|Dual Safety Assurance: Safety knob to safeguard against improper installation",efficient warmth ideal for use in small and medium rooms this noiseless 10002000 watts heater provides instant heating during winters. effective cord length in meters 1.5personalized comfort customize to your heating needs with two heat settings 1000w 2000wpeace of mind featuring dual safety devicewarranty 1 years warranty provided by candes from date of purchase covers on manufacturing defects kindly read the user manual for more detailsdual safety assurance safety knob to safeguard against improper installation
B07Q4NJQC5,Ionix Jewellery Scale | Weight Scale | Digital Weight Machine | weight machine for gold | Electronic weighing machines for Jewellery 0.01G to 200G Small Weight Machine for Shop - Silver,"Electronic Pocket Scale|Capacity : 200 gm, Div 0.1 gm|Easy-to-read, backlit LCD display; intuitive, flip-open lid protects the smooth, stainless-steel weighing surface|Durable and compact digital pocket scale for easy portability. Weighs items up to 200g in 0.1g increments|Powered by 2 AAA batteries(included).",electronic pocket scalecapacity 200 gm div 0.1 gmeasy-to-read backlit lcd display intuitive flip-open lid protects the smooth stainless-steel weighing surfacedurable and compact digital pocket scale for easy portability. weighs items up to 200g in 0.1g incrementspowered by 2 aaa batteriesincluded.
B097RN7BBK,"Kitchen Kit Electric Kettle, 1.8L Stainless Steel Tea Kettle, Fast Boil Water Warmer with Auto Shut Off and Boil Dry Protection Tech",. The tough pure metal stainless-steel build makes it very sturdy and the inside part is only made from premium food grade stainless steel that keep your water out of the contamination from plastic materials and chemicals,. the tough pure metal stainless-steel build makes it very sturdy and the inside part is only made from premium food grade stainless steel that keep your water out of the contamination from plastic materials and chemicals
B097MKZHNV,Racold Pronto Pro 3Litres 3KW Vertical Instant Water Heater (Geyser),"PUF Insulation: The high density and thick PUF in your water heater ensures retention of internal heat and temperature and resulting in better energy efficiency and reduced electricity bills|Faster Heating: The high power heating element ensures you get hot water in no time|High Pressure Resistance: High pressure withstanding capacity makes it suitable for high rise buildings and high pressure pump applications|Safety Plus: Pronto Pro provides three levels of safety against high temperature and pressure, provided by a high tech adjustable thermostat, cutout and multifunction safety valve conforming to international standards|Auto Cut off: Stem-type thermostat and cutout ensures automatic temperature control and extra safety for your water heater|No Back Flow of Water: The anti-syphoning system prevents the back flow of water from the container, thus avoiding dry heating|Elegant Italian design with a rare combination of technology and style;Capacity: 3 litre; Mount Type: Vertical;Warranty: 2 years on product, 2 years on heating element and 5 years on tank;Power: 3000 Watts",puf insulation the high density and thick puf in your water heater ensures retention of internal heat and temperature and resulting in better energy efficiency and reduced electricity billsfaster heating the high power heating element ensures you get hot water in no timehigh pressure resistance high pressure withstanding capacity makes it suitable for high rise buildings and high pressure pump applicationssafety plus pronto pro provides three levels of safety against high temperature and pressure provided by a high tech adjustable thermostat cutout and multifunction safety valve conforming to international standardsauto cut off stem-type thermostat and cutout ensures automatic temperature control and extra safety for your water heaterno back flow of water the anti-syphoning system prevents the back flow of water from the container thus avoiding dry heatingelegant italian design with a rare combination of technology and stylecapacity 3 litre mount type verticalwarranty 2 years on product 2 years on heating element and 5 years on tankpower 3000 watts
B07LG96SDB,ESN 999 Supreme Quality 1500W Immersion Water Heater Rod (Black),Specially designed heating element for quick heating|1500W Power|Anti-corrosive Material|Hairpin tubular elements ; 3 Pin Plug|NOTE: Black/busted melted pipes does not come under warranty is due to dry heating or not maintaining water level.,specially designed heating element for quick heating1500w poweranti-corrosive materialhairpin tubular elements 3 pin plugnote blackbusted melted pipes does not come under warranty is due to dry heating or not maintaining water level.
B08KS2KQTK,"Pajaka® South Indian Filter Coffee Maker 200 ML 2-4 Cup / Mugs / Glass | Madras Kaapi/ Kappi Drip Decoction Maker / Makers / Brewer / Pot or Drip / Dripper Made of Stainless Steel | Non-Electric Machine / Appliances / Utensils Medium Size for Home and Kitchen, Office, Cefe Traditional Item / Product | Used for making Country /Desi Style French Press Espresso Nespresso Expresso Cappuccino Instant Black Coffee | Best flavoured with Grounded Arabica Roasted Crushed Grind Coffee Beans","Strength: The Coffee Filter is strong durable, sufficient in weight and thickness. It is resistant to Rust, Corrosion and Non-absorbent.|Quality: Food Grade Quality Material that does not allow the migration of hazardous substances or impart colors, odors, stains or tastes to food.|Physical Characteristics: Finished to have a smooth, zero sharp edge surface for Easy to use and clean in a dishwasher. It is an Inexpensive, portable, reusable and environmentally friendly Phin filter.|Taste is a personal subject but for Vibrant and Rich Aromatic cup of coffee we recommend to use Grounded Coffee, Coffee Granules, Coffee Beans or Filter Coffee Powder.|Also known as: Kumbakonam Coffee Filter, Mylapore Coffee Filter, Mysore Coffee Filter, Degree Coffee Maker.",strength the coffee filter is strong durable sufficient in weight and thickness. it is resistant to rust corrosion and non-absorbent.quality food grade quality material that does not allow the migration of hazardous substances or impart colors odors stains or tastes to food.physical characteristics finished to have a smooth zero sharp edge surface for easy to use and clean in a dishwasher. it is an inexpensive portable reusable and environmentally friendly phin filter.taste is a personal subject but for vibrant and rich aromatic cup of coffee we recommend to use grounded coffee coffee granules coffee beans or filter coffee powder.also known as kumbakonam coffee filter mylapore coffee filter mysore coffee filter degree coffee maker.
B095K14P86,"Saiyam Stainless Steel Espresso Maker Stovetop Coffee Percolator Italian Coffee Maker Moka Pot (4 Cup - 200 ml, Silver)","Safe Material - made of high quality food grade stainless steel , sanitary, and durable. with curved black heat resistant and ergonomic handle is comfortable for finger grip and easy handling|APPLICABLE TO INDUCTION COOKER: espresso maker is made of 430 food grade safe stainless steel, applicable to a variety of stoves including induction cooker, electric furnace, ceramic furnace, alcohol furnace and gas stove. Because of its excellent corrosion and rust resistance, it can also be cleaned with a dishwasher.|Simple Steps - The Coffee Maker Espresso Machine, is easy to use: Fill the lower part of the three-part espresso maker with water, put the ground coffee into the basket, put the top on and place the stainless steel espresso pot on the cooker to boil.|COMFORTABLE HANDLE: The advanced sanded handle has excellent thermal insulation effect, and the curve of the handle is ergonomic. The moment of use will bring you to the Roman restaurant in the morning.|APPEALING DESIGN: Elegant espresso maker body through polishing design, three ring precision thread and imported safety valve to make your use process more secure.",safe material - made of high quality food grade stainless steel sanitary and durable. with curved black heat resistant and ergonomic handle is comfortable for finger grip and easy handlingapplicable to induction cooker espresso maker is made of 430 food grade safe stainless steel applicable to a variety of stoves including induction cooker electric furnace ceramic furnace alcohol furnace and gas stove. because of its excellent corrosion and rust resistance it can also be cleaned with a dishwasher.simple steps - the coffee maker espresso machine is easy to use fill the lower part of the three-part espresso maker with water put the ground coffee into the basket put the top on and place the stainless steel espresso pot on the cooker to boil.comfortable handle the advanced sanded handle has excellent thermal insulation effect and the curve of the handle is ergonomic. the moment of use will bring you to the roman restaurant in the morning.appealing design elegant espresso maker body through polishing design three ring precision thread and imported safety valve to make your use process more secure.
B08K36NZSV,KONVIO NEER 10 Inch Spun Filter (PP SPUN) Cartridge Compatible for 10 Inch Pre-Filter Housing of Water Purifier | Pack of 4 Spun,"RO 10 Inch, 5 Micron PP Spun Filter Cartridge/Candle used in RO Water Filter-Pre/Outer Filter Bowl.|Can be used in any pre filter that supports 10 inch pre filter|Removes Sand, Slit, Dirt & Rust particles|Replacement of Spun Filter every 3 to 4 month can save bigger expenses. - Regular replacement of Spun Filter protects RO Membrane and choking of other filters|RO filter is normally used in first stage of multi stage water filter system. Replacement of Spun/sediment Filter every month can save bigger expenses. Frequently replacing of Spun/Sediment Filter protects RO Membrane and choking of other water filters. Impurities and sediment removal water filters. These are pre filters commonly used to remove dirt, impurities, sediment, rust, slime, sand, grass and grit etc",ro 10 inch 5 micron pp spun filter cartridgecandle used in ro water filter-preouter filter bowl.can be used in any pre filter that supports 10 inch pre filterremoves sand slit dirt rust particlesreplacement of spun filter every 3 to 4 month can save bigger expenses. - regular replacement of spun filter protects ro membrane and choking of other filtersro filter is normally used in first stage of multi stage water filter system. replacement of spunsediment filter every month can save bigger expenses. frequently replacing of spunsediment filter protects ro membrane and choking of other water filters. impurities and sediment removal water filters. these are pre filters commonly used to remove dirt impurities sediment rust slime sand grass and grit etc
B07LDPLSZC,"Havells Glydo 1000 watt Dry Iron With American Heritage Non Stick Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Charcoal Blue)",360 degree swivel cord for effortless manoeuvring|Registered American heritage golden ptfe coated side plate|Dual color led indicator on handle|Full length button groove for maximum reech|Easy grip temperature control dial for selection of different fabrics|Warranty: 2 Year|Power: 1000 watts; Operating Voltage: 230 - 230 volts|Includes: 1 N Dry Iron & 1 N Manual,360 degree swivel cord for effortless manoeuvringregistered american heritage golden ptfe coated side platedual color led indicator on handlefull length button groove for maximum reecheasy grip temperature control dial for selection of different fabricswarranty 2 yearpower 1000 watts operating voltage 230 - 230 voltsincludes 1 n dry iron 1 n manual
B07F1T31ZZ,"Raffles Premium Stainless Steel South Indian Coffee Filter/Drip Coffee Maker, 2-3 Cups, 150 ml",Crafted from Stainless Steel; Rust-proof|Ideal for making authentic South Indian filter coffee|Capacity: 150 ml; Size: Diameter - 5.5 cms; Height - 13.5 cms|Package Content: 1-Pc. Coffee Filter|Size Name: 2 Cups; Human Interface Input: Unknown,crafted from stainless steel rust-proofideal for making authentic south indian filter coffeecapacity 150 ml size diameter - 5.5 cms height - 13.5 cmspackage content 1-pc. coffee filtersize name 2 cups human interface input unknown
B0BNDRK886,IONIX Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water | Tap filter Multilayer | Clean Purifier Filter Cartridge Five Layer Water Filter-Pack of 1,"Faucet Water Filter: Built-in layered filter can separate coconut activated carbon, zeolite, PVA non-woven?fabrics, calcium sulfite and rubber, which applys to purify hard water and well water.|Healthy Lifestyle: Remove the water in the chlorine, heavy metals, other impurities,water more sweet, more secure.|Easy to Clean : A must item for home & office use.High temperature resistance, not easy to deform.To clean, simply remove the strainer and rinse it off under the water.|Water-saving :Made of soft rubber material can prevent water leak which can save water for your each time using.; Package List:1 * Faucet Filter|Included Components: 1 X Five Layer Faucet",faucet water filter built-in layered filter can separate coconut activated carbon zeolite pva non-woven?fabrics calcium sulfite and rubber which applys to purify hard water and well water.healthy lifestyle remove the water in the chlorine heavy metals other impuritieswater more sweet more secure.easy to clean a must item for home office use.high temperature resistance not easy to deform.to clean simply remove the strainer and rinse it off under the water.water-saving made of soft rubber material can prevent water leak which can save water for your each time using. package list1 faucet filterincluded components 1 x five layer faucet
B09ZVJXN5L,"KNYUC MART Mini Electric Handy Room Heater Compact Plug-in, The Wall Outlet 400 Watts, Handy Air Warmer Blower Adjustable Timer Digital Display","Function: Portable handy heater provides functionalities like Adjustable Thermostat, Overheat Protection.|Personal heating: This Electric heater gives you personal heating anywhere you go.|Portable heater: Electric Handy Heater is potable. You can use it in rooms, bathroom and take it to outside of your house.|Easy to use: This fan heater is simple to utilize. Just find a plug, plug it and set the temperature.|Package Contains: 1 Handy Heater , 1 User Manual & Free 1 US Converter Plug",function portable handy heater provides functionalities like adjustable thermostat overheat protection.personal heating this electric heater gives you personal heating anywhere you go.portable heater electric handy heater is potable. you can use it in rooms bathroom and take it to outside of your house.easy to use this fan heater is simple to utilize. just find a plug plug it and set the temperature.package contains 1 handy heater 1 user manual free 1 us converter plug
B08JKPVDKL,INKULTURE Stainless_Steel Measuring Cups & Spoon Combo for Dry or Liquid/Kitchen Gadgets for Cooking & Baking Cakes/Measuring Cup Set Combo with Handles (Set of 4 Cups & 4 Spoons),"COMPLETE‬ 4 PCS CUPSET of supreme quality and sturdy stainless steel measuring cups, including 60ML (1/4Cup), 80ML (1/3Cup), 125ML (1/2Cup) and 250ML (1Cup) and COMPLETE‬ 4 PCS Measuring Spoon Set of high quality and sturdy stainless steel measuring spoons with ring , includes: 1/4 TSP(1.25 ml), 1/2 TSP(2.5 ml.) , 1 (5 ml.) teaspoon, and 1 (15 ml.) tablespoon.|FOOD SAFE measuring cups & spoons made with food grade stainless steel that will never rust, peel or chip off to contaminate your food.|DISHWASHER‬ SAFE and super easy to clean, thus ensuring complete hygiene with each use, whether you measure dry of liquid ingredients.|DURABLE‬ CONSTRUCTION with robust materials and a compact design that features flat handles bearing engraved measurements to assure you of lifetime measuring cups.‎|‎ECO‬-FRIENDLY stainless steel measuring cups last a lifetime, a great alternative to flimsy plastic cups that easily break and end up polluting the environment.",complete 4 pcs cupset of supreme quality and sturdy stainless steel measuring cups including 60ml 14cup 80ml 13cup 125ml 12cup and 250ml 1cup and complete 4 pcs measuring spoon set of high quality and sturdy stainless steel measuring spoons with ring includes 14 tsp1.25 ml 12 tsp2.5 ml. 1 5 ml. teaspoon and 1 15 ml. tablespoon.food safe measuring cups spoons made with food grade stainless steel that will never rust peel or chip off to contaminate your food.dishwasher safe and super easy to clean thus ensuring complete hygiene with each use whether you measure dry of liquid ingredients.durable construction with robust materials and a compact design that features flat handles bearing engraved measurements to assure you of lifetime measuring cups.eco-friendly stainless steel measuring cups last a lifetime a great alternative to flimsy plastic cups that easily break and end up polluting the environment.
B09JFR8H3Q,"Macmillan Aquafresh 5 Micron PS-05 10"" in PP Spun Filter Candle Set for All Type RO Water Purifier 10 inch (4)","This water filter candle Suitable for 10 'Pre-filter housing having Plain cut inside its cap. Easy to install,self installation could be done.|Purification Capacity: Micron filter spun filter 10 inch cartridges will typically last between 6 months to 1 year depending on level of turbidity in your Raw Water.|Must be used before the main RO Machine to protect & inhance the life of inline filters & Membrane use inside the Main machine. & obviously reduces the cost of maintenance.|Sediment ro filter is normally used in first stage of multi stage water filter system. Frequently replacing of spun/sediment ro filter water purifier protects ro membrane and choking of other water filters. Impurities and sediment removal water filters. These are pre filters commonly used to remove dirt, impurities, sediment, rust, slime, sand, grass and grit|RO Spanner-Wrench Suitable for RO Water Purifier -10"" Pre Filter Housing Bowl..Suited for common RO water filter Purifiers available in India, Compatible with many RO Brands and Models-Can be used in multiple water purifier Models-Counter Top, Desk Top, Stand Mounted, Wall Hanging, Under Sink, most of the RO Model cabinets.",this water filter candle suitable for 10 pre-filter housing having plain cut inside its cap. easy to installself installation could be done.purification capacity micron filter spun filter 10 inch cartridges will typically last between 6 months to 1 year depending on level of turbidity in your raw water.must be used before the main ro machine to protect inhance the life of inline filters membrane use inside the main machine. obviously reduces the cost of maintenance.sediment ro filter is normally used in first stage of multi stage water filter system. frequently replacing of spunsediment ro filter water purifier protects ro membrane and choking of other water filters. impurities and sediment removal water filters. these are pre filters commonly used to remove dirt impurities sediment rust slime sand grass and gritro spanner-wrench suitable for ro water purifier -10 pre filter housing bowl..suited for common ro water filter purifiers available in india compatible with many ro brands and models-can be used in multiple water purifier models-counter top desk top stand mounted wall hanging under sink most of the ro model cabinets.
B07LDN9Q2P,"Havells D'zire 1000 watt Dry Iron With American Heritage Sole Plate, Aerodynamic Design, Easy Grip Temperature Knob & 2 years Warranty. (Mint)",American heritage original imported golden nonstick coating on sole plate|Easy to see pilot light|Easy grip fabric selector knob|360 degree cord swivel|Warranty: 2 year on product|Includes: 1 Dry iron and Instruction Manual|Cotton and silk braided; Temperature control dial for various fabrics,american heritage original imported golden nonstick coating on sole plateeasy to see pilot lighteasy grip fabric selector knob360 degree cord swivelwarranty 2 year on productincludes 1 dry iron and instruction manualcotton and silk braided temperature control dial for various fabrics
B08T8KWNQ9,TE™ Instant Electric Heating Hot and Cold Water Geyser Tap Water with Digital Display (White),"Easy to Install, does not need space like other Geysers.|3-5 Seconds Instant Hot Water.|Heating tube: high-purity copper liner heating element Rated voltage: 220V/50HZ Rated Power: 3000W|The display will real-time display the current temperature.|A must kitchen accessory for housewives: your hands won't feel cold when washing dishes",easy to install does not need space like other geysers.3-5 seconds instant hot water.heating tube high-purity copper liner heating element rated voltage 220v50hz rated power 3000wthe display will real-time display the current temperature.a must kitchen accessory for housewives your hands wont feel cold when washing dishes
B07Y1RCCW5,"ZIGMA WinoteK WinoteK Sun Instant Water Geyser, Water Heater, Portable Water Heater, Geysers Made of First Class ABS Plastic, automatic Reset Model, AE10-3 W (Yellow)",NOTE- In this order you will receive10 geysers. If Not received please return or replace immediately,note- in this order you will receive10 geysers. if not received please return or replace immediately
B0762HXMTF,KENT 11054 Alkaline Water Filter Pitcher 3.5 L | Chemical-Free Water with Balanced pH Levels 8.0 to 9.5 | Solves Acidity Issue | Equipped with Carbon and Sediment Filter - Grey,"KENT Alkaline Water Filter Pitcher converts drinking water to alkaline water and increases its pH level up to 9.5 for a healthy body and healthy mind;Alkaline water helps in reducing acidity, regulating your body’s pH levels, boosting immunity and fortifying your health|It reduces the oxygen reduction potential (ORP) and makes antioxidant alkaline water that tastes fresh and clean;Doesn’t use electricity or chemicals for enhancing pH levels|Improves anti oxidation ability;Country of Origin-India; Color: Grey;3.5 liters capacity|Warranty: 1 year warranty. Terms and Conditions apply;Includes: Alkaline Water Filter Pitcher, Cartridge assembly and Instruction manual|Warranty Description: 1 Year Manufacturer Warranty",kent alkaline water filter pitcher converts drinking water to alkaline water and increases its ph level up to 9.5 for a healthy body and healthy mindalkaline water helps in reducing acidity regulating your bodys ph levels boosting immunity and fortifying your healthit reduces the oxygen reduction potential orp and makes antioxidant alkaline water that tastes fresh and cleandoesnt use electricity or chemicals for enhancing ph levelsimproves anti oxidation abilitycountry of origin-india color grey3.5 liters capacitywarranty 1 year warranty. terms and conditions applyincludes alkaline water filter pitcher cartridge assembly and instruction manualwarranty description 1 year manufacturer warranty
B00K57MR22,"Sujata Dynamix DX Mixer Grinder, 900W, 3 Jars (White)","Warranty: 2 year warranty provided by the manufacturer from date of purchase|Includes: 1 unit Motor, 1 Wet Grinder jar, 1 Chutney jar, 1 Dry Grinder jar|Most powerful 9 watts motor with double ball bearings for efficiency, low maintenance and trouble free running for years|Dome jar for wet grinding, 2 separate stainless steel jars for dry grinding and chutney grinding|22 rpm operation- retains flavor and aroma of juices and food|9 mins. continuous running- suitable for longer usage|Totally shock-proof and safe|Low maintenance, trouble free running",warranty 2 year warranty provided by the manufacturer from date of purchaseincludes 1 unit motor 1 wet grinder jar 1 chutney jar 1 dry grinder jarmost powerful 9 watts motor with double ball bearings for efficiency low maintenance and trouble free running for yearsdome jar for wet grinding 2 separate stainless steel jars for dry grinding and chutney grinding22 rpm operation- retains flavor and aroma of juices and food9 mins. continuous running- suitable for longer usagetotally shock-proof and safelow maintenance trouble free running
B07TTSS5MP,Lifelong LLMG74 750 Watt Mixer Grinder with 3 Jars (White and Grey),Warranty: 1 Year,warranty 1 year
B09ZDVL7L8,"TTK Prestige Limited Orion Mixer Grinder 500 Watts, 3 Jars (1200ml, 1000ml, 500ml) (Red)","Ergonomic Design|Strong 500 W Motor|Superior Quality Body|3 Super-effcient Blades|Sturdy Handles, 3 Stainless Steel Jars",ergonomic designstrong 500 w motorsuperior quality body3 super-effcient bladessturdy handles 3 stainless steel jars
B09XHXXCFH,"AGARO Regal Electric Rice Cooker, 3L Ceramic Inner Bowl, Cooks Up to 600 Gms Raw Rice, SS Steamer, Preset Cooking Functions, Preset Timer, Keep Warm Function, LED Display, Black","Multi functional use- Steamed veggies and rice, various recipes you can accomplish it all with your rice cooker|Cooks up to 600 gms of raw rice or up to 5.5 cups of raw rice|Multi cooking functions-White rice, brown rice with low carb, short grain, porridge, steam, slow cook|ADVANCED FUZZY LOGIC RICE COOKER TECHNOLOGY - auto adjust temperature and timings for optimal rice cooking combined with tailored useful add on options including steam, porridge, slow cook settings Including 24 hour pre-set timer and keep warm features|Comes with 3 Litres 5-layer thick ceramic coated inner bowl with rice level lines|Smart touch button with 3D surround heating|Includes inner bowl, stainless steel steaming basket, rice measuring cup, rice spatula and soup ladle|1 Year Warranty",multi functional use- steamed veggies and rice various recipes you can accomplish it all with your rice cookercooks up to 600 gms of raw rice or up to 5.5 cups of raw ricemulti cooking functions-white rice brown rice with low carb short grain porridge steam slow cookadvanced fuzzy logic rice cooker technology - auto adjust temperature and timings for optimal rice cooking combined with tailored useful add on options including steam porridge slow cook settings including 24 hour pre-set timer and keep warm featurescomes with 3 litres 5-layer thick ceramic coated inner bowl with rice level linessmart touch button with 3d surround heatingincludes inner bowl stainless steel steaming basket rice measuring cup rice spatula and soup ladle1 year warranty
B0BL3R4RGS,VAPJA® Portable Mini Juicer Cup Blender USB Rechargeable with 4 Blades for Shakes and Smoothies Fruits Vegetables Juice Maker Grinder Mixer Strong Cutting Bottle Sports Travel Outdoors Gym (BOTTLE),"【USB Rechargeable & Great Portability】 The personal blender has a built-in 1800mAh USB rechargeable battery which can be easily charged by power bank, computer or other USB power source. The blender can be fully charged within 3 hours and serve up to 15 cups of drinks. The on the go blender, comes with 400ml capacity and only 250g product weight, can fit in any kinds of bags. It's easy to carry around in any circumstances such as working, travelling, and chilling at home.|【Advanced Tips on Blending】 (a)Fully charge the blender after receive it and always recharge it after using. (b)Before blending: Make sure not adding overloaded ingredient (up to 3/4 of the cup) then add some wate or other berverage (1/3) to the blender cup (c)While blending: Turn the blender up side down before starting it. After the blades start to rotate, flip the blender back as well as shaking the bottle. The correct operation can prevent blade stuck and provide a better blending result.|【Powerful & Effective】 The juicer cup is equipped with 4 PCS 304 stainless steel blades with 30W rated power motor and 3.7 rated voltage. With a higher level of rotation frequency about 21,000 times per minutes, it only takes 40 seconds to bring you fresh smoothie, protein/milk shakes, fresh juices, baby food etc. Please cut fruits/veggies into small pieces for a better blending result. The mini blender will not work on large ice cube.|【One-button Operation & Cleaning】 PRESS DOWN THE BUTTON for 2 seconds to turn on the blender. If you see the button is blinking while blender not turning on, checkout if the bottle and the base are tightened and make sure the blade is not stuck. The mini blender is easy to clean by adding water and long press the power button to start the self-cleaning mode. DO NOT soak the whole blender into water for safety concern.|【Unique Appearance & User-Friendly Design】Beautiful and elegant private mold design, Small size, Wireless, USB rechargeable, and portable design make it a personal travel mixer. The charging port at the bottom and the silicone plug make it water-proof.",usb rechargeable great portability the personal blender has a built-in 1800mah usb rechargeable battery which can be easily charged by power bank computer or other usb power source. the blender can be fully charged within 3 hours and serve up to 15 cups of drinks. the on the go blender comes with 400ml capacity and only 250g product weight can fit in any kinds of bags. its easy to carry around in any circumstances such as working travelling and chilling at home.advanced tips on blending afully charge the blender after receive it and always recharge it after using. bbefore blending make sure not adding overloaded ingredient up to 34 of the cup then add some wate or other berverage 13 to the blender cup cwhile blending turn the blender up side down before starting it. after the blades start to rotate flip the blender back as well as shaking the bottle. the correct operation can prevent blade stuck and provide a better blending result.powerful effective the juicer cup is equipped with 4 pcs 304 stainless steel blades with 30w rated power motor and 3.7 rated voltage. with a higher level of rotation frequency about 21000 times per minutes it only takes 40 seconds to bring you fresh smoothie proteinmilk shakes fresh juices baby food etc. please cut fruitsveggies into small pieces for a better blending result. the mini blender will not work on large ice cube.one-button operation cleaning press down the button for 2 seconds to turn on the blender. if you see the button is blinking while blender not turning on checkout if the bottle and the base are tightened and make sure the blade is not stuck. the mini blender is easy to clean by adding water and long press the power button to start the self-cleaning mode. do not soak the whole blender into water for safety concern.unique appearance user-friendly designbeautiful and elegant private mold design small size wireless usb rechargeable and portable design make it a personal travel mixer. the charging port at the bottom and the silicone plug make it water-proof.
B07P1BR7L8,"Philips HD6975/00 25 Litre Digital Oven Toaster Grill, Grey, 25 liter","Capacity: 25 litres, s for 4-5 people;Cooking capability: baking, grilling, toasting|Powerful 1500W, Ready signal;Opti temp technology(Even Browning); One touch 10 preset menu;One-touch Preheat functionality|Includes Oven toaster grill,Baking Tray, Grill Rack, Tong, Crumb Tray and Skewer Rods;90 Minutes auto cut-off|Capacity: 25 liters;Warranty: 2 year warranty on product|Size Name: 25-Litre",capacity 25 litres s for 4-5 peoplecooking capability baking grilling toastingpowerful 1500w ready signalopti temp technologyeven browning one touch 10 preset menuone-touch preheat functionalityincludes oven toaster grillbaking tray grill rack tong crumb tray and skewer rods90 minutes auto cut-offcapacity 25 literswarranty 2 year warranty on productsize name 25-litre
B078WB1VWJ,"Usha EI 3710 Heavy Weight 1000-Watt Dry Iron with Golden American Heritage Soleplate, 1.75 Kg(White)",1.75kg heavy weight iron for better ironing;5 fabric settings|360 degree swivel cord for easy movement;Golden American heritage soleplate|1000watt-effective performance;Shock proof plastic handle and body|Easy grip fabric selector;Warranty: 2 years,1.75kg heavy weight iron for better ironing5 fabric settings360 degree swivel cord for easy movementgolden american heritage soleplate1000watt-effective performanceshock proof plastic handle and bodyeasy grip fabric selectorwarranty 2 years
B0BP89YBC1,Campfire Spring Chef Prolix Instant Portable Water Heater Geyser 1Ltr. for Use Home Stainless Steel Baking Rack | Restaurant | Office | Labs | Clinics | Saloon | with Installation Kit (With MCB),"Prolix Auto cut off feature: It is available when the user forget to switch off it will going to automatically cut it off. (Manual reset models are only going to Standby Mode, Other Auto reset models are going to restart automatically after 10 minutes If this is not noticed, the same process keeps repeating it will increase your electricity and geyser life time also decrease.|Prolix Specifications: ABS (Acrylonitrile butadiene styrene) Shock proof and Heat resistant, Copper Heating Element Tubular type(3Kw.) ISI marked, Indicators Neon Green and Red light, Thermostat Copper ISI marked, 1.5 square mm 3Core cable ISI marked 1.15Mtrs, 16Amp. Plug Pin-top ISI marked, coming with Guaranty card and user manual, with 2 No s Connecting nipple, 1 No Royal union, 1.5 m connecting hose and 2 No s Screw with wall sleeve and excellent packing|Prolix Instant water heater: Now comes with unbreakable First Class ABS (Acrylonitrile butadiene styrene) body and comes with water inlet and outlet Thread type. It is more convenient for usage and it will avoid water leakages. Our geyser is portable, instant, and compact, less power consumption Up to 20% saves electricity compare to other storage geyser|Compact size: It provides Non-stop (247) hot water from 10 seconds onwards, just put it in the water tap and get hot water continuously it does not required additional plumbing. Ideal to use in Houses, Beauty salons, Hotels, Schools, bathroom, Kitchen, Wash area, Hospitals, Mansion and factories where there is an instant need of Warm/Hot water supply. (Strictly we are not recommended for drinking purpose)|Warranty: Manufacturer 1 Year Warranty",prolix auto cut off feature it is available when the user forget to switch off it will going to automatically cut it off. manual reset models are only going to standby mode other auto reset models are going to restart automatically after 10 minutes if this is not noticed the same process keeps repeating it will increase your electricity and geyser life time also decrease.prolix specifications abs acrylonitrile butadiene styrene shock proof and heat resistant copper heating element tubular type3kw. isi marked indicators neon green and red light thermostat copper isi marked 1.5 square mm 3core cable isi marked 1.15mtrs 16amp. plug pin-top isi marked coming with guaranty card and user manual with 2 no s connecting nipple 1 no royal union 1.5 m connecting hose and 2 no s screw with wall sleeve and excellent packingprolix instant water heater now comes with unbreakable first class abs acrylonitrile butadiene styrene body and comes with water inlet and outlet thread type. it is more convenient for usage and it will avoid water leakages. our geyser is portable instant and compact less power consumption up to 20 saves electricity compare to other storage geysercompact size it provides non-stop 247 hot water from 10 seconds onwards just put it in the water tap and get hot water continuously it does not required additional plumbing. ideal to use in houses beauty salons hotels schools bathroom kitchen wash area hospitals mansion and factories where there is an instant need of warmhot water supply. strictly we are not recommended for drinking purposewarranty manufacturer 1 year warranty
